"fips_state_code","fips_county_code","name","state_abbrev","population","housing_units","land_area","water_area","latitude","longitude"
"19","17","Bremer County","IA","22813","8847","1134250","4409","42776080","-9230776"
"19","19","Buchanan County","IA","20844","8272","1479638","5424","42469076","-9183941"
"19","21","Buena Vista County","IA","19965","8140","1488786","13678","42741556","-9516076"
"19","23","Butler County","IA","15731","6483","1503287","3058","42728461","-9279479"
"19","25","Calhoun County","IA","11508","5362","1476819","5504","42387708","-9463719"
"19","27","Carroll County","IA","21423","8356","1474612","2378","42035044","-9485909"
"19","29","Cass County","IA","15128","6788","1461665","1761","41329986","-9493288"
"19","31","Cedar County","IA","17381","7146","1501092","6308","41772603","-9113189"
"19","33","Cerro Gordo County","IA","46733","20954","1472224","17490","43083076","-9326093"
"19","35","Cherokee County","IA","14098","5973","1494950","471","42735462","-9562301"
"19","37","Chickasaw County","IA","13295","5486","1307182","2144","43059704","-9231700"
"19","39","Clarke County","IA","8287","3599","1116687","1555","41029073","-9378386"
"19","41","Clay County","IA","17585","7659","1473541","9392","43084999","-9515458"
"19","43","Clayton County","IA","19054","8344","2017221","36271","42853626","-9134062"
"19","45","Clinton County","IA","51040","21296","1800161","39401","41897142","-9053427"
"19","47","Crawford County","IA","16775","6920","1850324","1632","42039142","-9538370"
"19","49","Dallas County","IA","29755","11812","1519048","13635","41688064","-9403798"
"19","51","Davis County","IA","8312","3365","1303508","4270","40748059","-9241018"
"19","53","Decatur County","IA","8338","3692","1378531","2873","40737907","-9378359"
"19","55","Delaware County","IA","18035","7408","1496721","3096","42469648","-9136684"
"19","57","Des Moines County","IA","42614","18248","1077896","35352","40920863","-9117491"
"19","59","Dickinson County","IA","14909","9723","986969","58633","43377193","-9515178"
"19","61","Dubuque County","IA","86403","32053","1575286","21776","42472788","-9088576"
"19","63","Emmet County","IA","11569","4914","1025043","17183","43378084","-9466917"
"19","65","Fayette County","IA","21843","9262","1893240","1276","42858180","-9184534"
"19","67","Floyd County","IA","17058","7233","1296545","1909","43058144","-9278978"
"19","69","Franklin County","IA","11364","5018","1508646","1485","42730529","-9326047"
"19","71","Fremont County","IA","8226","3607","1324314","14161","40743126","-9559994"
"19","73","Greene County","IA","10045","4707","1472261","7048","42038345","-9439145"
"19","75","Grundy County","IA","12029","5158","1301612","83","42401201","-9279095"
"19","77","Guthrie County","IA","10935","5179","1529736","6364","41683568","-9450112"
"19","79","Hamilton County","IA","16071","6879","1493679","1979","42381060","-9370922"
"19","81","Hancock County","IA","12638","5236","1479266","5269","43086340","-9374255"
"19","83","Hardin County","IA","19094","8419","1474516","1752","42379717","-9324151"
"19","85","Harrison County","IA","14730","6175","1804853","10705","41687151","-9580992"
"19","87","Henry County","IA","19226","7507","1125282","5809","40988540","-9154383"
"19","89","Howard County","IA","9809","4155","1226202","928","43352475","-9231549"
"19","91","Humboldt County","IA","10756","4670","1125181","3409","42782088","-9420259"
"19","93","Ida County","IA","8365","3473","1118201","1342","42381458","-9551307"
"19","95","Iowa County","IA","14630","6003","1519044","2303","41687503","-9206566"
"19","97","Jackson County","IA","19950","8426","1647628","35386","42164952","-9057604"
"19","99","Jasper County","IA","34795","14338","1890791","7610","41685998","-9305261"
"19","101","Jefferson County","IA","16310","6739","1127646","3563","41033282","-9194801"
"19","103","Johnson County","IA","96119","37210","1591651","22972","41665667","-9158956"
"19","105","Jones County","IA","19444","7366","1490167","3585","42120175","-9113119"
"19","107","Keokuk County","IA","11624","5024","1500224","1943","41336959","-9218060"
"19","109","Kossuth County","IA","18591","7765","2520257","3586","43204989","-9419669"
"19","111","Lee County","IA","38687","16443","1340114","55381","40644531","-9147806"
"19","113","Linn County","IA","168767","68357","1858359","18401","42079317","-9159489"
"19","115","Louisa County","IA","11592","5044","1041026","40751","41217415","-9126152"
"19","117","Lucas County","IA","9070","4179","1115238","9372","41027345","-9332666"
"19","119","Lyon County","IA","11952","4561","1521757","347","43373076","-9620906"
"19","121","Madison County","IA","12483","4995","1453427","3005","41330604","-9401493"
"19","123","Mahaska County","IA","21522","8977","1478752","6478","41333869","-9264496"
"19","125","Marion County","IA","30001","11420","1435531","42271","41334627","-9310135"
"19","127","Marshall County","IA","38276","15862","1482433","1811","42033473","-9300174"
"19","129","Mills County","IA","13202","5004","1130705","8116","41033605","-9561829"
"19","131","Mitchell County","IA","10928","4514","1214585","1225","43358923","-9278638"
"19","133","Monona County","IA","10034","4555","1795280","14846","42050438","-9595336"
"19","135","Monroe County","IA","8114","3740","1122611","1812","41028619","-9286976"
"19","137","Montgomery County","IA","12076","5363","1097914","2411","41031473","-9515637"
"19","139","Muscatine County","IA","39907","16044","1136210","26939","41487343","-9111326"
"19","141","O''Brien County","IA","15444","6476","1484414","444","43084046","-9562550"
"19","143","Osceola County","IA","7267","2998","1032887","1870","43377347","-9561934"
"19","145","Page County","IA","16870","7339","1385285","1358","40738139","-9514961"
"19","147","Palo Alto County","IA","10669","4826","1460440","14428","43090980","-9467976"
"19","149","Plymouth County","IA","23388","8806","2236805","997","42736720","-9621608"
"19","151","Pocahontas County","IA","9525","4193","1496356","3691","42733449","-9467817"
"19","153","Polk County","IA","327140","135979","1474960","58163","41680800","-9356895"
"19","155","Pottawattamie County","IA","82628","32831","2471710","14704","41339650","-9554589"
"19","157","Poweshiek County","IA","19033","8199","1515351","2967","41694480","-9253189"
"19","159","Ringgold County","IA","5420","2713","1392668","3235","40735000","-9424428"
"19","161","Sac County","IA","12324","5648","1491417","6697","42386706","-9510382"
"19","163","Scott County","IA","150979","61379","1185996","26650","41641600","-9062218"
"19","165","Shelby County","IA","13230","5430","1530473","1258","41679068","-9530889"
"19","167","Sioux County","IA","29903","10333","1988986","1811","43082979","-9617742"
"19","169","Story County","IA","74252","26847","1483779","2169","42036923","-9346643"
"19","171","Tama County","IA","17419","7417","1868308","2772","42081370","-9253209"
"19","173","Taylor County","IA","7114","3307","1383005","2260","40733980","-9469200"
"19","175","Union County","IA","12750","5622","1099226","4058","41027669","-9424208"
"19","177","Van Buren County","IA","7676","3529","1256803","13818","40754570","-9195315"
"19","179","Wapello County","IA","35687","15640","1118480","10806","41029909","-9240928"
"19","181","Warren County","IA","36033","13157","1480652","4047","41333408","-9356043"
"19","183","Washington County","IA","19612","7866","1473258","5137","41337091","-9171673"
"19","185","Wayne County","IA","7067","3334","1361412","3824","40738437","-9332646"
"19","187","Webster County","IA","40342","17063","1852559","7310","42434148","-9417879"
"19","189","Winnebago County","IA","12122","5030","1037251","2862","43378350","-9372504"
"19","191","Winneshiek County","IA","20847","7726","1786219","699","43290968","-9184321"
"19","193","Woodbury County","IA","98276","39071","2260177","12376","42388101","-9603663"
"19","195","Worth County","IA","7991","3443","1036040","4444","43376176","-9326557"
"19","197","Wright County","IA","14269","6636","1504172","4705","42732980","-9373460"
"16","1","Ada County","ID","205775","80849","2732563","13825","43448193","-11624310"
"16","3","Adams County","ID","3254","1778","3534537","14038","44895846","-11645468"
"16","5","Bannock County","ID","66026","25694","2883240","88773","42667571","-11222190"
"16","7","Bear Lake County","ID","6084","2934","2516008","202174","42290235","-11133325"
"16","9","Benewah County","ID","7937","3731","2009927","20662","47222154","-11665541"
"16","11","Bingham County","ID","37583","12664","5425628","66043","43216479","-11239844"
"16","13","Blaine County","ID","13552","9500","6850288","42060","43394276","-11397843"
"16","15","Boise County","ID","3509","2894","4927497","11146","44006324","-11573922"
"16","17","Bonner County","ID","26622","15152","4500422","471382","48294716","-11659752"
"16","19","Bonneville County","ID","72207","26049","4839634","83278","43379542","-11160160"
"16","21","Boundary County","ID","8332","3242","3286201","24350","48792729","-11644886"
"16","23","Butte County","ID","2918","1265","5783256","1917","43724766","-11317393"
"16","25","Camas County","ID","727","481","2784253","10525","43468963","-11481100"
"16","27","Canyon County","ID","90076","33137","1527480","35637","43625747","-11670703"
"16","29","Caribou County","ID","6963","2867","4574236","84471","42759073","-11155080"
"16","31","Cassia County","ID","19532","7212","6647475","35901","42271510","-11361088"
"16","33","Clark County","ID","762","502","4570574","1503","44284644","-11237561"
"16","35","Clearwater County","ID","8505","3805","6375431","69155","46668015","-11565764"
"16","37","Custer County","ID","4133","2437","12757295","29325","44231748","-11429396"
"16","39","Elmore County","ID","21205","8430","7971421","59358","43342700","-11546549"
"16","41","Franklin County","ID","9232","3240","1723578","7571","42182774","-11181034"
"16","43","Fremont County","ID","10937","5961","4835087","74689","44217247","-11148446"
"16","45","Gem County","ID","11844","4725","1457136","8211","44060884","-11640539"
"16","47","Gooding County","ID","11633","4800","1892879","7884","42965324","-11480003"
"16","49","Idaho County","ID","13783","6346","21976641","45561","45846914","-11545926"
"16","51","Jefferson County","ID","16543","5353","2836426","27138","43821504","-11230547"
"16","53","Jerome County","ID","15138","5886","1553693","5262","42691745","-11426293"
"16","55","Kootenai County","ID","69795","31964","3225077","182780","47677138","-11669679"
"16","57","Latah County","ID","30617","11870","2788659","616","46816363","-11670585"
"16","59","Lemhi County","ID","6899","3752","11821616","13845","44955655","-11394937"
"16","61","Lewis County","ID","3516","1681","1240774","1984","46238639","-11642985"
"16","63","Lincoln County","ID","3308","1386","3122483","848","42977990","-11412962"
"16","65","Madison County","ID","23674","6133","1221316","4766","43787668","-11165697"
"16","67","Minidoka County","ID","19361","7044","1967559","8698","42847762","-11364287"
"16","69","Nez Perce County","ID","33754","14463","2199211","18855","46331211","-11674627"
"16","71","Oneida County","ID","3492","1496","3109063","3304","42207961","-11252176"
"16","73","Owyhee County","ID","8392","3332","19887043","48467","42563373","-11616835"
"16","75","Payette County","ID","16434","6520","1055488","6916","44010169","-11675783"
"16","77","Power County","ID","7086","2701","3640656","95913","42687609","-11283796"
"16","79","Shoshone County","ID","13931","6923","6822099","4114","47347698","-11588509"
"16","81","Teton County","ID","3439","1645","1166516","539","43754950","-11121255"
"16","83","Twin Falls County","ID","53580","21158","4986093","8902","42353320","-11466191"
"16","85","Valley County","ID","6109","6640","9526518","144143","44744187","-11555959"
"16","87","Washington County","ID","8550","3685","3772001","44615","44448991","-11677903"
"17","1","Adams County","IL","66090","28021","2218855","37866","39985905","-9119460"
"17","3","Alexander County","IL","10626","4902","612276","41834","37194333","-8933980"
"17","5","Bond County","IL","14991","6136","984742","6378","38880600","-8943616"
"17","7","Boone County","IL","30806","11477","728800","1478","42325891","-8881303"
"17","9","Brown County","IL","5836","2357","791689","4120","39954344","-9075047"
"17","11","Bureau County","IL","35688","14762","2249733","12266","41408751","-8952908"
"17","13","Calhoun County","IL","5322","2951","657467","77331","39164786","-9066735"
"17","15","Carroll County","IL","16805","7481","1150604","55834","42060539","-8992361"
"17","17","Cass County","IL","13437","5698","973738","20197","39976726","-9024683"
"17","19","Champaign County","IL","173025","68416","2582734","955","40140363","-8819617"
"17","21","Christian County","IL","34418","14640","1836460","17232","39547309","-8927809"
"17","23","Clark County","IL","15921","7115","1298979","8747","39333391","-8779238"
"17","25","Clay County","IL","14460","6270","1215431","1530","38755051","-8848830"
"17","27","Clinton County","IL","33944","12746","1228333","75743","38607485","-8942397"
"17","29","Coles County","IL","51644","20329","1316543","4610","39512600","-8822058"
"17","31","Cook County","IL","5105067","2021833","2449292","1785069","41898100","-8765017"
"17","33","Crawford County","IL","19464","8464","1148829","5710","39002698","-8775955"
"17","35","Cumberland County","IL","10670","4448","896238","2539","39273760","-8823968"
"17","37","DeKalb County","IL","77932","27351","1642529","2168","41894152","-8876910"
"17","39","De Witt County","IL","16516","6942","1029777","19629","40169623","-8890469"
"17","41","Douglas County","IL","19464","7607","1079729","1447","39766113","-8822281"
"17","43","DuPage County","IL","781666","292537","866205","6297","41851713","-8808593"
"17","45","Edgar County","IL","19595","8733","1615087","1632","39678973","-8774717"
"17","47","Edwards County","IL","7440","3260","575928","783","38416822","-8805765"
"17","49","Effingham County","IL","31704","12189","1239908","3115","39064480","-8858834"
"17","51","Fayette County","IL","20893","8551","1855797","22974","39001152","-8901780"
"17","53","Ford County","IL","14275","6118","1258545","1322","40594545","-8822451"
"17","55","Franklin County","IL","40319","18430","1067334","50056","37992100","-8892339"
"17","57","Fulton County","IL","38080","16480","2242142","43955","40479374","-9021336"
"17","59","Gallatin County","IL","6909","3197","838489","12118","37758035","-8822938"
"17","61","Greene County","IL","15317","6575","1406695","8411","39352324","-9038615"
"17","63","Grundy County","IL","32337","12652","1088158","26686","41288933","-8842750"
"17","65","Hamilton County","IL","8499","4013","1127144","1746","38081349","-8854084"
"17","67","Hancock County","IL","21373","9692","2058183","51581","40402089","-9116887"
"17","69","Hardin County","IL","5189","2403","461909","8287","37521574","-8826598"
"17","71","Henderson County","IL","8096","4089","981188","42252","40810093","-9092639"
"17","73","Henry County","IL","51159","20881","2132235","6175","41354648","-9013585"
"17","75","Iroquois County","IL","30787","12819","2891753","4152","40742039","-8782361"
"17","77","Jackson County","IL","61067","25539","1523287","37297","37787522","-8938148"
"17","79","Jasper County","IL","10609","4297","1280600","9366","39005595","-8814932"
"17","81","Jefferson County","IL","37020","16075","1479074","32808","38300731","-8892350"
"17","83","Jersey County","IL","20539","8216","956310","20249","39088432","-9035835"
"17","85","Jo Daviess County","IL","21821","10757","1557035","45631","42364490","-9021005"
"17","87","Johnson County","IL","11347","4671","896238","7375","37459435","-8887418"
"17","89","Kane County","IL","317471","111496","1348612","8851","41935616","-8843238"
"17","91","Kankakee County","IL","96255","37001","1754741","10312","41137733","-8786273"
"17","93","Kendall County","IL","39413","13747","830497","5272","41587792","-8843070"
"17","95","Knox County","IL","56393","23722","1855265","8853","40930768","-9021373"
"17","97","Lake County","IL","516418","183283","1159762","2383486","42433350","-8777659"
"17","99","La Salle County","IL","106913","43827","2939759","33861","41340914","-8888487"
"17","101","Lawrence County","IL","15972","6980","963492","5078","38719587","-8773070"
"17","103","Lee County","IL","34392","13314","1878813","10169","41739948","-8929977"
"17","105","Livingston County","IL","39301","14365","2703497","4332","40888096","-8855673"
"17","107","Logan County","IL","30798","11638","1601066","2242","40126675","-8936272"
"17","109","McDonough County","IL","35244","13257","1526322","1945","40455746","-9067758"
"17","111","McHenry County","IL","183241","65985","1564741","18213","42324250","-8845193"
"17","113","McLean County","IL","129180","49164","3065630","6965","40494724","-8884533"
"17","115","Macon County","IL","117206","50049","1503639","12555","39860000","-8896129"
"17","117","Macoupin County","IL","47679","20068","2236919","10293","39257447","-8992117"
"17","119","Madison County","IL","249238","101098","1877917","39682","38831897","-8990826"
"17","121","Marion County","IL","41561","18123","1482220","8915","38649152","-8891934"
"17","123","Marshall County","IL","12846","5317","1000028","32176","41031122","-8934230"
"17","125","Mason County","IL","16269","7684","1395965","63266","40237659","-8991353"
"17","127","Massac County","IL","14752","6446","619148","7966","37219315","-8870960"
"17","129","Menard County","IL","11164","4650","813963","2917","40033732","-8979973"
"17","131","Mercer County","IL","17290","7244","1453118","20355","41204106","-9074160"
"17","133","Monroe County","IL","22422","8774","1005787","24322","38276763","-9017819"
"17","135","Montgomery County","IL","30728","12456","1822966","15384","39228142","-8947813"
"17","137","Morgan County","IL","36397","14724","1473223","9014","39714546","-9019811"
"17","139","Moultrie County","IL","13930","5384","869225","22979","39638345","-8861679"
"17","141","Ogle County","IL","45957","18052","1965547","11487","42042051","-8931979"
"17","143","Peoria County","IL","182827","75211","1604638","29428","40790224","-8975905"
"17","145","Perry County","IL","21412","9235","1142208","15104","38085107","-8936834"
"17","147","Piatt County","IL","15548","6227","1139683","811","40007292","-8859294"
"17","149","Pike County","IL","17577","8057","2150580","48113","39620382","-9088559"
"17","151","Pope County","IL","4373","2154","960574","9776","37411349","-8857321"
"17","153","Pulaski County","IL","7523","3410","520108","6551","37227822","-8913117"
"17","155","Putnam County","IL","5730","2600","413890","32235","41203306","-8928220"
"17","157","Randolph County","IL","34583","13179","1498185","48808","38049180","-8982129"
"17","159","Richland County","IL","16545","7142","932830","4837","38713392","-8808519"
"17","161","Rock Island County","IL","148723","63327","1105360","63220","41468950","-9056550"
"17","163","St. Clair County","IL","262852","103432","1719496","26128","38470800","-8993143"
"17","165","Saline County","IL","26551","12350","992816","9490","37753784","-8854078"
"17","167","Sangamon County","IL","178386","76873","2248833","22886","39758124","-8965801"
"17","169","Schuyler County","IL","7498","3329","1132751","10546","40157695","-9060914"
"17","171","Scott County","IL","5644","2442","649986","4737","39647881","-9047828"
"17","173","Shelby County","IL","22261","9329","1964648","24699","39394699","-8880925"
"17","175","Stark County","IL","6534","2716","745747","758","41088502","-8979491"
"17","177","Stephenson County","IL","48052","20378","1461479","1306","42350102","-8966590"
"17","179","Tazewell County","IL","123692","49315","1680679","23377","40512644","-8951319"
"17","181","Union County","IL","17619","7408","1077913","15444","37468895","-8925607"
"17","183","Vermilion County","IL","88257","37061","2328724","7912","40182453","-8773842"
"17","185","Wabash County","IL","13111","5572","578826","11117","38443933","-8784039"
"17","187","Warren County","IL","19181","8229","1405256","1655","40853296","-9061472"
"17","189","Washington County","IL","14965","6261","1457270","3886","38350858","-8941713"
"17","191","Wayne County","IL","17241","7622","1849104","4303","38431670","-8842347"
"17","193","White County","IL","16522","7797","1281886","17563","38087449","-8817830"
"17","195","Whiteside County","IL","60186","24000","1773684","31707","41750787","-8991131"
"17","197","Will County","IL","357313","122870","2168506","31563","41439238","-8798239"
"17","199","Williamson County","IL","57733","25183","1098583","52401","37730326","-8892954"
"17","201","Winnebago County","IL","252913","101666","1330846","14222","42331768","-8916060"
"17","203","Woodford County","IL","32653","11932","1367637","38176","40785978","-8921225"
"18","1","Adams County","IN","31095","10931","878973","1490","40745468","-8493584"
"18","3","Allen County","IN","300836","122923","1702366","7388","41091279","-8506417"
"18","5","Bartholomew County","IN","63657","25432","1053762","6528","39205132","-8589820"
"18","7","Benton County","IN","9441","3833","1052399","236","40605690","-8730773"
"18","9","Blackford County","IN","14067","5856","427663","766","40473434","-8532256"
"18","11","Boone County","IN","38147","14516","1094913","1454","40051093","-8646872"
"18","13","Brown County","IN","14080","6997","808838","11287","39195672","-8622853"
"18","15","Carroll County","IN","18809","8431","964171","7246","40583933","-8656456"
"18","17","Cass County","IN","38413","15633","1069384","5324","40760855","-8634656"
"18","19","Clark County","IN","87777","35313","971681","2758","38477432","-8571644"
"18","21","Clay County","IN","24705","10606","926302","7179","39395617","-8711485"
"18","23","Clinton County","IN","30974","12100","1049272","462","40299618","-8647578"
"18","25","Crawford County","IN","9914","4374","791768","8207","38285114","-8645619"
"18","27","Daviess County","IN","27533","10985","1115632","15903","38702369","-8707578"
"18","29","Dearborn County","IN","38835","14532","790581","4761","39149973","-8497707"
"18","31","Decatur County","IN","23645","9098","965114","2107","39304383","-8550205"
"18","33","De Kalb County","IN","35324","13601","939925","2491","41395532","-8499971"
"18","35","Delaware County","IN","119659","48793","1018679","6819","40225637","-8539821"
"18","37","Dubois County","IN","36616","13964","1113988","13308","38364109","-8688129"
"18","39","Elkhart County","IN","156198","60182","1201341","10435","41596450","-8585893"
"18","41","Fayette County","IN","26015","10525","556814","400","39643844","-8517624"
"18","43","Floyd County","IN","64404","25238","383366","811","38319328","-8590309"
"18","45","Fountain County","IN","17808","7344","1024928","5766","40122725","-8724439"
"18","47","Franklin County","IN","19580","7176","999813","13812","39422146","-8505574"
"18","49","Fulton County","IN","18840","8656","954480","7424","41043918","-8626146"
"18","51","Gibson County","IN","31913","13454","1266132","26478","38309017","-8758046"
"18","53","Grant County","IN","74169","29904","1072353","2091","40515650","-8565444"
"18","55","Greene County","IN","30410","13337","1404133","9872","39036893","-8696596"
"18","57","Hamilton County","IN","108936","41074","1030863","12250","40071479","-8605218"
"18","59","Hancock County","IN","45527","16495","793011","1483","39823136","-8577103"
"18","61","Harrison County","IN","29890","11456","1256802","4301","38199477","-8611572"
"18","63","Hendricks County","IN","75717","26962","1057822","1241","39768519","-8650922"
"18","65","Henry County","IN","48139","19835","1017754","5105","39931044","-8539694"
"18","67","Howard County","IN","80827","33820","759087","2229","40481500","-8611626"
"18","69","Huntington County","IN","35427","13629","990952","13851","40828624","-8549367"
"18","71","Jackson County","IN","37730","14820","1319212","11497","38907419","-8604292"
"18","73","Jasper County","IN","24960","8984","1450142","3515","41025253","-8712048"
"18","75","Jay County","IN","21512","8905","993682","466","40434145","-8500912"
"18","77","Jefferson County","IN","29797","11921","936004","4080","38785518","-8543742"
"18","79","Jennings County","IN","23661","9129","977079","2919","38996226","-8562819"
"18","81","Johnson County","IN","88109","33289","829374","3519","39489565","-8609613"
"18","83","Knox County","IN","39884","16730","1336075","21301","38690967","-8741901"
"18","85","Kosciusko County","IN","65294","30516","1392173","43618","41243935","-8586055"
"18","87","Lagrange County","IN","29477","12218","983105","18529","41642089","-8542615"
"18","89","Lake County","IN","475594","183014","1287291","335027","41475700","-8737869"
"18","91","La Porte County","IN","107066","42268","1549536","38359","41549160","-8674499"
"18","93","Lawrence County","IN","42836","17587","1162550","8377","38840431","-8648515"
"18","95","Madison County","IN","130669","53353","1171104","2021","40163100","-8572061"
"18","97","Marion County","IN","797159","349403","1026700","17359","39782000","-8613799"
"18","99","Marshall County","IN","42182","16820","1150745","14632","41331343","-8626258"
"18","101","Martin County","IN","10369","4116","870649","11377","38710796","-8680182"
"18","103","Miami County","IN","36897","14639","973225","4194","40768873","-8604828"
"18","105","Monroe County","IN","108978","41948","1021433","43945","39160850","-8652327"
"18","107","Montgomery County","IN","34436","13957","1306874","2092","40040938","-8689284"
"18","109","Morgan County","IN","55920","20500","1052821","7551","39481849","-8644729"
"18","111","Newton County","IN","13551","5276","1040868","4363","40951340","-8740216"
"18","113","Noble County","IN","37877","15516","1064833","16833","41396191","-8541733"
"18","115","Ohio County","IN","5315","2161","224635","1934","38953656","-8496787"
"18","117","Orange County","IN","18409","7732","1034836","22485","38535137","-8649532"
"18","119","Owen County","IN","17281","8011","997707","6833","39311847","-8683876"
"18","121","Parke County","IN","15410","7189","1152085","13719","39775039","-8720729"
"18","123","Perry County","IN","19107","7404","987859","12815","38081514","-8664369"
"18","125","Pike County","IN","12509","5487","870739","12709","38397615","-8723329"
"18","127","Porter County","IN","128932","47240","1083187","267871","41508393","-8707062"
"18","129","Posey County","IN","25968","10401","1058070","28353","38024092","-8786129"
"18","131","Pulaski County","IN","12643","5541","1123281","2318","41037371","-8669456"
"18","133","Putnam County","IN","30315","10981","1244084","5888","39667443","-8684356"
"18","135","Randolph County","IN","27148","11327","1173013","944","40149924","-8500550"
"18","137","Ripley County","IN","24616","9587","1156176","4024","39101885","-8526025"
"18","139","Rush County","IN","18129","7014","1057617","792","39617418","-8546893"
"18","141","St. Joseph County","IN","247052","97956","1184509","9408","41617600","-8628756"
"18","143","Scott County","IN","20991","8078","493135","6072","38686821","-8574420"
"18","145","Shelby County","IN","40307","15654","1068808","1222","39523461","-8579116"
"18","147","Spencer County","IN","19490","7636","1032677","6579","38010578","-8701085"
"18","149","Starke County","IN","22747","9888","801145","7778","41281940","-8664755"
"18","151","Steuben County","IN","27446","15768","799625","35639","41644107","-8500049"
"18","153","Sullivan County","IN","18993","8487","1158312","17743","39089387","-8741412"
"18","155","Switzerland County","IN","7738","3732","572911","6061","38824402","-8502732"
"18","157","Tippecanoe County","IN","130598","48134","1294579","8492","40387950","-8689366"
"18","159","Tipton County","IN","16119","6427","674452","59","40309855","-8605160"
"18","161","Union County","IN","6976","2813","418437","9584","39622763","-8492288"
"18","163","Vanderburgh County","IN","165058","72637","607577","3029","38023000","-8758352"
"18","165","Vermillion County","IN","16773","7288","665380","7893","39853961","-8746218"
"18","167","Vigo County","IN","106107","44203","1044609","18580","39428800","-8739027"
"18","169","Wabash County","IN","35069","13394","1070173","20468","40847123","-8579038"
"18","171","Warren County","IN","8176","3275","945111","4449","40345148","-8735575"
"18","173","Warrick County","IN","44920","16926","994789","17574","38098371","-8727148"
"18","175","Washington County","IN","23717","9520","1332440","5480","38599282","-8610559"
"18","177","Wayne County","IN","71951","29586","1045261","2075","39862372","-8500638"
"18","179","Wells County","IN","25948","9928","958265","1156","40727466","-8522040"
"18","181","White County","IN","23265","11875","1308619","9234","40747598","-8686480"
"18","183","Whitley County","IN","27651","10852","869026","6165","41135419","-8550394"
"20","1","Allen County","KS","14638","6454","1302932","5633","37888433","-9530001"
"20","3","Anderson County","KS","7803","3514","1509908","3561","38215679","-9529202"
"20","5","Atchison County","KS","16932","6691","1119807","7004","39530584","-9531426"
"20","7","Barber County","KS","5874","3120","2937501","5435","37224394","-9868449"
"20","9","Barton County","KS","29382","13144","2315573","16724","38479997","-9875542"
"20","11","Bourbon County","KS","14966","6920","1650194","4496","37856089","-9485060"
"20","13","Brown County","KS","11128","4890","1478125","3940","39822919","-9556212"
"20","15","Butler County","KS","50580","20072","3698917","47485","37773619","-9683395"
"20","17","Chase County","KS","3021","1547","2009683","5497","38301526","-9659302"
"20","19","Chautauqua County","KS","4407","2249","1662083","8137","37154658","-9624539"
"20","21","Cherokee County","KS","21374","9428","1520771","9970","37169417","-9484551"
"20","23","Cheyenne County","KS","3243","1687","2641646","2462","39780842","-10172951"
"20","25","Clark County","KS","2418","1327","2524601","6529","37235596","-9981780"
"20","27","Clay County","KS","9158","4138","1667641","30010","39351049","-9716436"
"20","29","Cloud County","KS","11023","5198","1853583","7351","39482838","-9765590"
"20","31","Coffey County","KS","8404","3712","1632381","63105","38237467","-9573457"
"20","33","Comanche County","KS","2313","1256","2041855","3595","37186195","-9928159"
"20","35","Cowley County","KS","36915","15569","2917232","16395","37230648","-9683689"
"20","37","Crawford County","KS","35568","16526","1535816","5514","37507735","-9485112"
"20","39","Decatur County","KS","4021","2063","2314410","1642","39784953","-10046005"
"20","41","Dickinson County","KS","18958","8415","2197463","10922","38864092","-9715758"
"20","43","Doniphan County","KS","8134","3337","1015813","12664","39788908","-9514770"
"20","45","Douglas County","KS","81798","31782","1183540","45422","38884404","-9528693"
"20","47","Edwards County","KS","3787","1867","1611113","209","37883476","-9930406"
"20","49","Elk County","KS","3327","1743","1677947","6607","37456649","-9624471"
"20","51","Ellis County","KS","26004","11115","2331045","1299","38916464","-9931476"
"20","53","Ellsworth County","KS","6586","3317","1854269","19522","38695772","-9820492"
"20","55","Finney County","KS","33070","11696","3367402","6553","38046735","-10074606"
"20","57","Ford County","KS","27463","10842","2845278","2041","37691991","-9988322"
"20","59","Franklin County","KS","21994","8926","1486407","7240","38567251","-9528780"
"20","61","Geary County","KS","30453","11952","995269","50966","38996321","-9674948"
"20","63","Gove County","KS","3231","1494","2775093","233","38921015","-10049105"
"20","65","Graham County","KS","3543","1753","2326680","994","39348969","-9988042"
"20","67","Grant County","KS","7159","2599","1489027","474","37563003","-10130930"
"20","69","Gray County","KS","5396","2114","2250578","1139","37744603","-10042420"
"20","71","Greeley County","KS","1774","801","2015159","0","38472798","-10180435"
"20","73","Greenwood County","KS","7847","4243","2952130","33264","37878126","-9622805"
"20","75","Hamilton County","KS","2388","1214","2581025","2926","37993050","-10179322"
"20","77","Harper County","KS","7124","3481","2075848","3918","37197700","-9807800"
"20","79","Harvey County","KS","31028","12290","1397119","2879","38044455","-9742491"
"20","81","Haskell County","KS","3886","1586","1495444","934","37562776","-10087291"
"20","83","Hodgeman County","KS","2177","1022","2227341","823","38087507","-9989809"
"20","85","Jackson County","KS","11525","4564","1701251","2704","39420659","-9579790"
"20","87","Jefferson County","KS","15905","6314","1388642","53948","39228657","-9538173"
"20","89","Jewell County","KS","4251","2409","2354865","13713","39785619","-9821803"
"20","91","Johnson County","KS","355054","144155","1234856","8800","38884350","-9482215"
"20","93","Kearny County","KS","4027","1561","2253421","3948","37995167","-10131273"
"20","95","Kingman County","KS","8292","3645","2237037","7845","37560478","-9813521"
"20","97","Kiowa County","KS","3660","1738","1871115","596","37558737","-9928689"
"20","99","Labette County","KS","23693","10641","1680669","11529","37191476","-9529761"
"20","101","Lane County","KS","2375","1117","1857710","551","38481478","-10046579"
